DAQ: Crosshead, … - (Timed)   
Test: MTS EM Tension (Simplified)
Test Run: Test Run 03
Date: 7/1/2024 2:25:46 PM


Crosshead 	Load 	Time 
mm	N	sec
0.0901121602510102	52.7574081420898	0.11599999666214
0.176114786881953	106.524200439453	0.216000005602837
0.261521810898557	158.121795654297	0.316000014543533
0.346631044521928	207.928115844727	0.416000008583069
0.431561609730124	255.540054321289	0.515999972820282
0.516313535626978	301.102447509766	0.61599999666214
0.60106540331617	345.515045166016	0.716000020503998
0.685698178131133	388.705535888672	0.815999984741211
0.770450045820326	430.285095214844	0.916000008583069
0.855082820635289	469.474304199219	1.01600003242493
0.939715595450252	483.115295410156	1.11600005626678
1.02440791670233	513.768737792969	1.21599996089935
1.10915978439152	539.942687988281	1.31599998474121
1.19373307097703	558.79345703125	1.41600000858307
1.27818714827299	563.977905273438	1.51600003242493
1.33780529722571	-63.0883712768555	1.58599996566772
