DAQ: Crosshead, … - (Timed)   
Test: Fu_MTS EM Tension (Simplified)
Test Run: Test Run 12
Date: 7/22/2024 1:07:45 PM


Crosshead 	Load 	Time 
mm	N	sec
0.0883849643287249	60.8197708129883	0.11599999666214
0.174506698385812	120.572036743164	0.216000005602837
0.260092405369505	178.179428100586	0.316000014543533
0.346095039276406	220.947677612305	0.416000008583069
0.431621185271069	273.004333496094	0.515999972820282
0.516432628501207	322.331909179688	0.61599999666214
0.599457300268114	368.117889404297	0.716000020503998
0.685698178131133	414.934661865234	0.815999984741211
0.770747836213559	458.448333740234	0.916000008583069
0.855738006066531	499.040283203125	1.01600003242493
0.940251629799604	534.072387695313	1.11600005626678
1.02333584800363	561.67529296875	1.21599996089935
1.1092193890363	584.807678222656	1.31599998474121
1.1943286517635	594.894653320313	1.41600000858307
1.27902091480792	578.825866699219	1.51600003242493
1.36293901596218	558.178833007813	1.61600005626678
1.44727400038391	-31.3729496002197	1.71599996089935
1.45090708974749	-43.1072235107422	1.72000002861023
