DAQ: Crosshead, … - (Timed)   
Test: Fu_MTS EM Tension (Simplified)
Test Run: Test Run 06
Date: 7/10/2024 3:38:19 PM


Crosshead 	Load 	Time 
mm	N	sec
0.0861812950461172	37.7954788208008	0.11599999666214
0.172362590092234	95.3038101196289	0.216000005602837
0.258186541032046	150.868347167969	0.316000014543533
0.343176652677357	204.053573608398	0.416000008583069
0.428881496191025	255.917236328125	0.515999972820282
0.513871607836336	304.406555175781	0.61599999666214
0.59826613869518	349.923278808594	0.716000020503998
0.681886449456215	392.342620849609	0.815999984741211
0.768186815548688	434.734069824219	0.916000008583069
0.85317698540166	472.376251220703	1.01600003242493
0.937690609134734	504.361755371094	1.11600005626678
1.02208519820124	524.846618652344	1.21599996089935
1.10552669502795	524.246520996094	1.31599998474121
1.19182711932808	508.235961914063	1.41600000858307
1.2765791034326	493.072570800781	1.51600003242493
1.36073539033532	483.180969238281	1.61600005626678
1.44501077011228	475.39111328125	1.71599996089935
1.52946484740824	469.339263916016	1.81599998474121
1.6151696909219	463.258392333984	1.91600000858307
1.69968337286264	455.797698974609	2.01600003242493
1.7841374501586	445.920593261719	2.1159999370575
1.86740036588162	431.596740722656	2.21600008010864
1.95381999947131	411.830871582031	2.31599998474121
2.03857175074518	384.201812744141	2.41599988937378
2.12326413020492	354.418090820313	2.51600003242493
2.2074799053371	325.395080566406	2.6159999370575
2.29110033251345	290.169372558594	2.71600008010864
2.37746024504304	196.129425048828	2.81599998474121
2.46173562481999	128.684356689453	2.91599988937378
2.54642800427973	96.1306228637695	3.01600003242493
2.630167407915	72.1465454101563	3.1159999370575
2.71569355390966	55.2360992431641	3.21600008010864
2.74761696346104	51.4565887451172	3.25300002098083
