DAQ: Crosshead, … - (Timed)   
Test: MTS EM Tension (Simplified)
Test Run: Test Run 10
Date: 7/10/2024 3:59:38 PM


Crosshead 	Load 	Time 
mm	N	sec
0.0882062886375934	52.7649192810059	0.115000002086163
0.174387576407753	95.4402694702148	0.215000003576279
0.260092405369505	144.737365722656	0.314999997615814
0.344665633747354	193.024002075195	0.41499999165535
0.430251326179132	242.017242431641	0.514999985694885
0.515241466928273	291.462493896484	0.615000009536743
0.599933788180351	340.465118408203	0.714999973773956
0.684685655869544	388.628204345703	0.814999997615814
0.769139791373163	415.142578125	0.915000021457672
0.854189449455589	457.899963378906	1.01499998569489
0.939120014663786	494.653778076172	1.11500000953674
1.02375284768641	521.971313476563	1.2150000333786
1.1085047153756	530.882202148438	1.31500005722046
1.15496036596596	-64.4995422363281	1.37000000476837
