DAQ: Crosshead, … - (Timed)   
Test: Fu_MTS EM Tension (Simplified)
Test Run: Test Run 70
Date: 7/25/2025 6:38:11 PM


Crosshead 	Load 	Time 
mm	N	sec
0.0917202487471513	61.0489311218262	0.120999999344349
0.177722860826179	100.168869018555	0.221000000834465
0.264201953541487	137.973739624023	0.321000009775162
0.348656059941277	173.981048583984	0.421000003814697
0.434837333159521	208.366256713867	0.521000027656555
0.519112742040306	240.447570800781	0.620999991893768
0.60386466793716	270.846984863281	0.721000015735626
0.688676082063466	299.416229248047	0.820999979972839
0.773844891227782	326.082214355469	0.921000003814697
0.859132793266326	348.938629150391	1.02100002765656
0.943229591939598	365.531005859375	1.12100005149841
1.02756451815367	375.693786621094	1.22099995613098
1.1118995025754	376.154968261719	1.32099997997284
1.19796174112707	372.431579589844	1.4210000038147
1.28235621377826	367.653350830078	1.52100002765656
1.367227290757	364.668487548828	1.62100005149841
1.45138357765973	362.671661376953	1.72099995613098
1.53524207416922	360.522613525391	1.82099997997284
1.62118510343134	359.734100341797	1.9210000038147
1.70480541419238	357.771026611328	2.02099990844727
1.79045065306127	357.053344726563	2.12100005149841
1.87484524212778	355.637939453125	2.22099995613098
1.95935880765319	354.849029541016	2.32100009918213
2.04381300136447	352.888763427734	2.4210000038147
2.12832656688988	352.2412109375	2.52099990844727
2.21373373642564	352.012298583984	2.62100005149841
2.29759211651981	350.678588867188	2.72099995613098
2.38293968141079	350.192199707031	2.82100009918213
2.46703648008406	348.763427734375	2.9210000038147
2.55226483568549	348.112426757813	3.02099990844727
2.63695698231459	346.37939453125	3.12100005149841
2.72105378098786	344.140380859375	3.22099995613098
2.80616292729974	341.170837402344	3.32100009918213
2.89031933061779	335.054077148438	3.4210000038147
2.97614326700568	324.598724365234	3.52099990844727
3.0601208563894	163.941787719727	3.62100005149841
3.14493244513869	79.2680511474609	3.72099995613098
3.22962459176779	80.7948684692383	3.82100009918213
3.31366178579628	81.0162811279297	3.9210000038147
3.39948572218418	81.8371047973633	4.02099990844727
3.48352291621268	82.8701934814453	4.12099981307983
3.56803671456873	82.9495544433594	4.22100019454956
3.65249067544937	82.1170501708984	4.32100009918213
3.73736186884344	82.2371139526367	4.4210000038147
3.82235180586576	82.7119979858398	4.52099990844727
3.9069252088666	82.0004959106445	4.62099981307983
3.99143854156137	76.6505432128906	4.72100019454956
4.07583313062787	71.4098968505859	4.82100009918213
4.16112132370472	70.4190139770508	4.9210000038147
4.24545630812645	71.0232620239258	5.02099990844727
4.33044647797942	68.17333984375	5.12099981307983
4.41501941531897	66.5719985961914	5.22100019454956
4.49989037588239	66.9082794189453	5.32100009918213
4.58494015038013	61.4473342895508	5.4210000038147
4.6689179725945	57.4780921936035	5.52099990844727
4.75402688607574	51.7006721496582	5.62099981307983
4.83854068443179	50.6841735839844	5.72100019454956
4.9229352734983	51.5283164978027	5.82100009918213
5.00750867649913	52.1821060180664	5.9210000038147
5.09184366092086	51.215202331543	6.02099990844727
5.17695257440209	47.3208084106445	6.12099981307983
5.26164518669248	44.4588356018066	6.22100019454956
5.3462777286768	39.568286895752	6.32100009918213
5.4309107363224	38.2932739257813	6.4210000038147
5.47391176223755	36.4232330322266	6.47200012207031
