wear_state,cumulative_hours,Head_mean,Head_std,Head_var,Head_min,Head_max,Head_range,Head_median,Head_iqr,Head_mad,Head_skewness,Head_kurtosis,Head_rms,Head_peak,Head_peak_to_peak,Head_abs_mean,Head_crest_factor,Head_shape_factor,Head_impulse_factor,Head_clearance_factor,Head_peak_freq,Head_peak_ampl,Head_spectral_centroid,Head_spectral_spread,Head_spectral_skewness,Head_spectral_kurtosis,Head_band_power_0_100,Head_band_power_100_500,Motor_mean,Motor_std,Motor_var,Motor_min,Motor_max,Motor_range,Motor_median,Motor_iqr,Motor_mad,Motor_skewness,Motor_kurtosis,Motor_rms,Motor_peak,Motor_peak_to_peak,Motor_abs_mean,Motor_crest_factor,Motor_shape_factor,Motor_impulse_factor,Motor_clearance_factor,Motor_peak_freq,Motor_peak_ampl,Motor_spectral_centroid,Motor_spectral_spread,Motor_spectral_skewness,Motor_spectral_kurtosis,Motor_band_power_0_100,Motor_band_power_100_500,Frame_mean,Frame_std,Frame_var,Frame_min,Frame_max,Frame_range,Frame_median,Frame_iqr,Frame_mad,Frame_skewness,Frame_kurtosis,Frame_rms,Frame_peak,Frame_peak_to_peak,Frame_abs_mean,Frame_crest_factor,Frame_shape_factor,Frame_impulse_factor,Frame_clearance_factor,Frame_peak_freq,Frame_peak_ampl,Frame_spectral_centroid,Frame_spectral_spread,Frame_spectral_skewness,Frame_spectral_kurtosis,Frame_band_power_0_100,Frame_band_power_100_500
1,179,-0.00070283,0.077186519,0.005957759,-1.450843,1.46198,2.9128230000000004,-0.000568,0.066833,0.05160875,0.003315291,14.661283103643928,0.077189681,1.46198,2.9128230000000004,0.051612433336481155,18.940096506660105,1.4955636774668497,28.326120383444593,37.39884258240146,118.79635655402718,0.003625817,340.7325017,201.2898573751208,0.7242772215664325,-0.304903329,4.316325275024557,34.96219727561348,0.001601024,0.13754377082617344,0.018918289,-0.851188,0.771218,1.6224059999999998,0.007937,0.206943,0.11350180012000065,-0.130971026,-0.352374375,0.13755302132880987,0.851188,1.6224059999999998,0.11355753451476845,6.188072001407463,1.2113068667381945,7.495654107229715,8.643283294,135.03237481371275,0.013900407741139823,341.9423877987938,215.1849563484582,0.43447571754711134,-0.99528313,7.220861926647845,36.32056093332071,-0.000428194,0.031031173,0.000962934,-0.500817,0.53761,1.038427,-0.00027,0.040632,0.023954254082876596,0.003535876,9.259001474513882,0.031034111548104707,0.53761,1.038427,0.023954886961316098,17.32319609502433,1.2955231889394878,22.442602248373156,26.488809081764153,118.79635655402718,0.006452879,329.47830119073217,191.20813591125358,0.40530082297538966,-0.679075828,1.3987275377366362,12.204012032542629
2,241,-0.000783969,0.075687632,0.005728618,-1.366279,1.360998,2.727277,-0.000812,0.065978,0.051135516538474944,0.01554237,12.607761395586612,0.075691655,1.366279,2.727277,0.051143225,18.05058961726949,1.4799937726958248,26.714760227399704,35.40559431886356,106.01079463388136,0.002885305,335.51637136943054,201.70017695702376,0.7648653476283636,-0.264160975,4.3503481556480645,33.78761949094613,0.001453693,0.14167110202170394,0.020070701148044042,-0.8545,0.820345,1.674845,0.008637,0.216701,0.11749705440292482,-0.130869199,-0.435338889,0.14167849078525746,0.8545,1.674845,0.11755038074305289,6.031261310435168,1.2052576085971143,7.269223583890696,8.353386109928246,135.05657156223685,0.020642699,341.29949895941917,213.7719754450476,0.44893947801092693,-0.941247585,7.376580145696346,36.32587106975996,-0.000819363,0.030491306924010392,0.00092972,-0.466856,0.384871,0.851727,-0.00072,0.040854,0.024150322553841922,-0.016202377,1.1148220907933561,0.030502299008418637,0.466856,0.851727,0.024156744,15.305600402639884,1.2626825211757073,19.326114105146843,22.787664852433593,118.67053346170175,0.003508451,322.0707311270704,191.1502573387156,0.46339438089683693,-0.677336532,1.3377639829872876,11.56541695058225
3,287,-0.000861715,0.07791286,0.006070414,-1.318451,1.389735,2.708186,-0.000736,0.071908,0.05316437,0.001305002,13.203879127139363,0.077917587,1.389735,2.708186,0.053170065,17.835960401228242,1.4654408764493856,26.137545443027904,33.98058009248417,210.22619052727288,0.00285327,348.69374722159176,197.05165695456543,0.7111803237355216,-0.252166255,3.7056063629003537,34.55643421059262,0.00153475,0.14648034549287314,0.021456492,-0.91817,0.872785,1.790955,0.00952,0.216271,0.11997769186488727,-0.134988166,-0.146516788,0.1464883138639122,0.91817,1.790955,0.12004166858141882,6.267871994531339,1.2203122098668222,7.648760724861119,8.849446694150714,131.8755057,0.016227719013053886,323.88055849082684,214.89688352393821,0.4617944095457271,-0.977326386,11.106934173293837,37.07979681505191,-0.000386535,0.029762481239147053,0.000885805,-0.351288,0.364354,0.715642,-0.000474,0.040248,0.023590153,0.065330695,0.9857801096356549,0.029764977,0.364354,0.715642,0.023592999,12.241030950328614,1.261602091,15.443310244638477,18.181786251709006,118.80926148657338,0.004247957,323.52432304416243,187.83784621773654,0.479590188,-0.546744098,1.498727684597133,11.13657538675044
4,361,-0.00076795,0.074945083,0.005616765,-1.35371,1.372422,2.7261319999999998,-0.000736,0.066722,0.051242871,0.00283238,13.757298142191157,0.074948981,1.372422,2.7261319999999998,0.051248042,18.311416464405408,1.4624750051056605,26.779988887630484,34.59817117553994,212.42970775953623,0.003026838,350.551772,199.8022859759376,0.7312276376651152,-0.294184521,3.402425372570509,32.09430004,0.001455995,0.13821163929967673,0.019102457237903943,-0.869674,1.082647,1.952321,0.012298,0.20928000000000002,0.11462773015963328,-0.189892763,-0.411615554,0.1382192406464988,1.082647,1.952321,0.11470701974480871,7.832824105589466,1.204976303567064,9.438367437312474,10.836862660732882,132.16102732218366,0.017489025626283777,355.15866177975505,211.6110676662063,0.2888341640021588,-1.121735546,5.759907910981327,33.610908951695976,-0.000594281,0.02948412,0.000869313,-0.266904,0.28988,0.556784,-0.000624,0.039894,0.023448926701325094,0.015015121961420214,0.5710588915827168,0.029490094267538576,0.28988,0.556784,0.023454134897325903,9.829741382320968,1.2573516096576858,12.359441149999139,14.56653495548239,117.62200769232315,0.004185556,327.15230700299657,189.31843193519245,0.453510977,-0.527447053,1.5132261583825946,10.598034319932848
5,446,-0.0008828,0.07580748,0.005746774,-1.399625,1.333372,2.732997,-0.000934,0.069937,0.051986456095826625,0.018070136816889234,13.74175655434151,0.075812583,1.399625,2.732997,0.051996456,18.461645072493408,1.4580336549807291,26.917699842359593,35.103911428675524,317.33067819444454,0.003364981,349.31772061506257,201.27017557756614,0.7035631038522472,-0.319922834,3.8016192967965443,32.285856041729126,0.001312641,0.14927553297722398,0.022283184745634288,-1.821154,1.907972,3.729126,0.007637,0.22492600000000001,0.12320337334352335,-0.123992194,-0.278763797,0.14928123120460204,1.907972,3.729126,0.1232456250244921,12.78105750194536,1.211249739483448,15.481052569657994,17.863176295931712,135.0549584456686,0.018577889,349.5628729167487,211.37209529824852,0.32556519520862154,-1.059427996,7.196630204982139,37.844036141712714,-0.000425261,0.028640539361875675,0.00082028,-0.320212,0.309083,0.6292949999999999,-0.000294,0.038431,0.022675067829366968,-0.0501539,0.9697889502556789,0.028643682,0.320212,0.6292949999999999,0.022676004,11.179149237094013,1.2631715207423722,14.121182942918969,16.643908423693556,118.23660510483583,0.003221809,328.3165903,190.8180808265474,0.4560680807750665,-0.524368155,1.6156807352964473,10.505701057249146
6,490,-0.001089159,0.076547463,0.005859514,-1.350036,1.270958,2.620994,-0.001161,0.068716,0.05174606,-0.037773872,12.68974891187487,0.076555174,1.350036,2.620994,0.051759847,17.634810685782785,1.479045601212217,26.082689173357934,33.90697746261573,211.24568019842255,0.002576196,343.3352399729402,197.50562063200198,0.6864074246518871,-0.263136889,4.237550607,34.408001849166155,0.00154232,0.16279712796033172,0.026502904872132617,-1.575626,1.380713,2.956339,0.010311,0.23657899999999998,0.13290670999029444,-0.16578247,-0.168326241,0.16280435410154867,1.575626,2.956339,0.13297276573806824,9.678033543301492,1.2243435954473474,11.849238385338563,13.763697687869099,133.02888403591547,0.018196103,377.90263239600813,193.64914766981673,0.18958860263081745,-0.772445882,5.140164509794065,47.46209708106941,-0.000381678,0.023126312,0.000534826,-0.275188,0.230404,0.505592,-0.00033,0.031916,0.018451577603980508,0.010908017118094677,0.9982842947749107,0.02312945,0.275188,0.505592,0.018453297175584346,11.897731943139762,1.2534047496289125,14.912673727987755,17.46225792074548,117.73008650239755,0.003858952,339.9567030741961,212.19709232626732,0.3579917069075198,-0.985067673,1.711385879191934,7.4944477863070045
7,563,-0.001157207,0.076228016,0.00581071,-1.28329,1.232164,2.515454,-0.001225,0.069826,0.051973904233123765,-0.047146733,12.831254823786267,0.076236762,1.28329,2.515454,0.051987331,16.83295516421604,1.4664488473294386,24.684667698036527,31.815686520746187,117.2090498508448,0.002890184,344.3128008348318,196.98506799314544,0.6743699919650656,-0.2556199,4.150212680018112,34.23189707533423,0.001392034,0.15263807695157847,0.023298382535475993,-1.086841,0.99055,2.077391,0.007545,0.218026,0.12383917659205672,-0.123223807,-0.057887175,0.15264434977299537,1.086841,2.077391,0.12388386070070888,7.120086669497904,1.232156867798436,8.773063689,10.21142398950239,132.21748640207326,0.014493735119114002,378.77300714932846,202.69628640363683,0.1587657450243667,-0.854286392,6.053608025401149,42.55847181987418,-0.000448972,0.025038734142420964,0.000626938,-0.275488,0.24515,0.520638,-0.000312,0.036156999999999995,0.020275394,0.001465285,0.5282921186921787,0.025042747,0.275488,0.520638,0.020276493334731683,11.00071016815485,1.2350630083028293,13.586570194291387,15.783851240826051,117.2090498508448,0.005470635,333.6129454265138,212.34491358491113,0.4874123867537366,-0.824393828,1.561613445497409,8.059973947386322
8,628,-0.00135272,0.075415135,0.005687443,-1.388742,1.164523,2.5532649999999997,-0.001446,0.068269,0.051537953,-0.043699888,12.816518086147537,0.075427229,1.388742,2.5532649999999997,0.051557575,18.411679950952138,1.462970848962159,26.93575104902112,34.55264423178848,210.23102987697771,0.002919479,349.31433243731243,196.42955516111684,0.6784852784631856,-0.292136687,3.419226119699476,33.88898406045121,0.001289603,0.15394933931624186,0.023700399,-1.321868,1.525231,2.847099,0.007336,0.223951,0.1256331318436774,-0.098877304,-0.117997294,0.15395466535362948,1.525231,2.847099,0.12567259224523825,9.907013837396098,1.2250456730611268,12.136544434537631,14.085331381050313,133.71445857743225,0.015638071,377.7051102,205.87703938354974,0.14653758814219617,-0.896323997,6.74119957,41.975841894153795,-0.00077457,0.026831052,0.000719905,-0.255373,0.237225,0.492598,-0.00057,0.037453,0.021395321,-0.00662284,1.055391377247262,0.026842217,0.255373,0.492598,0.021399243277247546,9.513856649101553,1.254353538,11.933739743946374,13.955679486401342,118.86894679959954,0.00375451,338.6400796466724,209.28538443687071,0.4792224216061515,-0.847518734,1.364188798932513,8.902679974912115
9,701,-0.001184262,0.074619996,0.005568144,-1.225189,1.236878,2.4620670000000002,-0.001097,0.069722,0.051746710663147295,-0.017454013,9.399831883022916,0.074629355,1.236878,2.4620670000000002,0.051758258,16.57361225716264,1.441883061172403,23.89721077636234,30.669811037376466,118.64525432494766,0.004848568,340.74269167308995,200.73226570642802,0.7230292712689673,-0.290526631,3.9035859078539383,31.732368891203855,0.00145419,0.17389676104738183,0.030240083502770215,-1.178178,1.165999,2.344177,0.0021445,0.24719000000000002,0.14054643374370593,-0.024301006,0.021678954509260162,0.17390275444545156,1.178178,2.344177,0.14055476599973601,6.774924317617905,1.2372597485918115,8.382341157992682,9.773576631759656,135.80082800775992,0.012304422714864148,372.4090843225628,202.7959145641561,0.15196787219807215,-0.893727604,8.068331396,48.18113809948267,-0.000621864,0.023911908,0.000571779,-0.241335,0.199766,0.44110099999999997,-0.000528,0.034506999999999996,0.019433897099704407,0.002533458,0.038945537405847386,0.023919980708115466,0.241335,0.44110099999999997,0.019437979,10.089263989583054,1.2305796299098957,12.415642746883401,14.427884290947121,118.64525432494766,0.006627841,337.0371120215319,214.13096768952698,0.4455265231509302,-0.903586216,1.480794211447744,7.598848527700572
10,746,-0.001037909,0.076414721,0.00583921,-1.33124,1.345394,2.676634,-0.000899,0.074739,0.052729995,-0.08056956,15.525257726699422,0.076421732,1.345394,2.676634,0.05273602,17.604861379193576,1.4491372733751802,25.511860817526426,32.241165294418195,118.83829758480233,0.003892299,347.7343889,199.41851048787825,0.6398400281823013,-0.311373123,4.413321496954533,34.249243,0.00145568,0.16257080124439136,0.026429265,-1.287828,1.53137,2.819198,0.002841,0.23435899999999998,0.13181908747027463,-0.038377815,0.059660944011106665,0.16257723883180342,1.53137,2.819198,0.13183280015085502,9.419338223445171,1.2332078105337565,11.616001467283192,13.524180937453284,135.65342469249853,0.011789257711489792,374.5729227,205.0081642523021,0.11209337674749881,-0.94124116,8.365066117022462,45.86091344818449,-0.000395474,0.025303895251345077,0.000640287,-0.370473,0.3199,0.690373,-0.0003,0.035749,0.020390991805013043,-0.037333057,0.8198788203672143,0.025306973129003048,0.370473,0.690373,0.020392126,14.63916676628468,1.2410169362865209,18.16745389079995,21.178370439760652,118.83829758480233,0.004713705,345.99047199055155,211.45613038492925,0.3749614074062683,-0.980265433,1.424770631304239,8.590280276607025
